text,label
horrifying email from ex-girlfriend titled 'a few things',1
jared kushner spends fourth consecutive day silently ensnared in decorative white house spider webs,1
"report: christ, someone actually brought their kid to this",1
waiter seriously needs his apps,1
indian sweatshop worker has to work in the fucking dark now too,1
trumpcare scored so badly it could actually help the senate,0
cnn's ana navarro says michelle wolf's critics are acting like 'snowflakes',0
mcdonald's just caved to a ton of pissed off 'rick & morty' fans,0
the obamas wrest presidential portraiture from its traditional (white) trappings,0
empire state building ultimately supports nsa spying measures,1
trump: 'there is hatred on both sides of my heart',1
"when i own my sexuality, will i need queer visibility any less?",0
this black woman is turning the white investing world on its head,0
israeli high-school students hoping suicide bombing postpones exam,1
ana navarro explains why it's hard for marginalized groups to give trump a chance,0
man has story for every stain on pants,1
"boehner just wants wife to listen, not come up with alternative debt-reduction ideas",1
dying mastermind pulls red lever,1
majority of office's supplies used to apply for different job,1
the january jobs report in pictures,0
"gerber recalls 60,000 jars of baby poison",1
candidate delighted to be in chair factory,1
study finds majority of accidental heroin overdoses could be prevented with less heroin,1
new clinton memoir: 'we all made mistakes but you made most of them',1
new study finds women should only be making 20 cents less on dollar than men,1
to the obese woman crying at the picnic table,0
mike johanns only one showing up to cabinet meetings now,1
remembering lynn walker huntley,0
mel gibson - his performance in 'payback' still not getting enough credit,1
norman reedus' new movie 'air' looks just as creepy as 'walking dead',0
leonard cohen at 80,0
'don't cry for me',0
unemployed bob barker spends morning watching 'price is right',1
10 ludicrous things republicans have actually said about health,0
"stage door: death of a salesman, hell's belles",0
it's agreed: former cia chief michael hayden didn't kill jesus,0
here's what happened when a drag queen interviewed trump supporters,0
sports banquet ends in trophy fight,1
gwyneth paltrow creeps up on james corden while he's mocking goop,0
tig notaro is sickened by the anti-gay pizza restaurant in indiana,0
area man demands more starches,1
family dinner successfully covers topics of movies and tv,1
conan makes dog audiobook service look as silly as it sounds,0
treasury department renames building to honor emancipated slaves,0
heroic prego advertisement replaces refreshed webpage's presidential campaign banner,1
stephen hawking: trump's climate policies could turn earth into venus,0
"wedding guest in suspenders, bow tie unafraid to take dance floor",1
curiosity rover finds 5 bucks on mars,1
"we've seen the future of flight, and it's awesome",0
young girls creeped out by older scientists constantly trying to lure them into stem,1
entertainment weekly wins excellence-in-caption-pun award,1
nra says parkland students should be grateful for guns giving them such a memorable bonding experience,1
issa rae starts scholarship fund for alton sterling's children,0
most incompetent coworker once again shines at office halloween party,1
opera ends on unexpected high note,1
the stars bundle up in style on our cheap celebrity finds list,0
"clean-shaven, tuxedoed james holmes charms courtroom in latest appearance",1
how to criticize your kids without ruining their self-esteem,0
no one in group admits girls' night out a colossal failure,1
mike trout really is the most valuable player in all of baseball,0
tom hanks vows he won't stop until he has portrayed every last american,1
pulitzer board adds giant pumpkin category,1
15 decluttering tips for busy moms,0
u.s. to offer tax incentives to companies that do not openly make world worse at every turn,1
it's already looking like trump vs. clinton in this swing virginia county,0
"audra mcdonald, kirsten gillibrand to celebrate the lgbtq community in nyc",0
trump voters had a much better 2017 than clinton voters did,0
huffpollster: carly fiorina probably won't help ted cruz save his campaign,0
the art of listening,0
emotional elon musk recalls spending entire birthday working on concepts for mistreating employees,1
god hurting after eating 20-piece spicy angel wings,1
curly fry inventor strikes out with curly veal,1
how we became the heaviest drinkers in a century,0
privileged little artiste writing something oh-so-precious into his moleskine notebook,1
senate still at odds over zika funding with only 3 days left before summer break,0
'meow-nisota' all ears for internet cat video festival,0
guatemalan earthquake registers 0.3 on area man's consciousness,1
"someone stole a ton of very, very valuable bull semen",0
the giant panda is no longer listed as endangered,0
rand paul ends daylong nsa 'filibuster',0
man made clear-headed choice to upload series of online videos explaining how to install surround sound speakers,1
everyone forgets to bring swimsuits to coworker's party,1
jake tapper grills kellyanne conway: i'd like trump to stop lying,0
man under impression he went down fighting,1
claire danes is expecting baby number two with hugh dancy,0
clinton ominously tells iowan supporters to mark front doors with campaign logo before sundown,1
'harry potter' actor dave legeno dead after hiking in death valley,0
pier 1 imports unveils new self-defense vase for smashing onto head of home invader,1
disney's 'toy tales' hits theaters friday,1
shadow government attracts shadow protesters,1
senator misses simpler time when he could do abominable things in peace,1
the problem with 'celebrity queerbaiting',0
sam nunberg: 'i'm not having a meltdown',0
report: mueller subpoenas pr executives linked to manafort,0
dnc attendee screaming 'the earth needs us!' to no one in particular,1
"trumpcare is coming to iowa, and your state may be next",0
cool mccain supporter wears 'mccain 2000' shirt to campaign speech,1
excited patient points out organ he wants from kidney tank in hospital lobby,1
this moose strikes a blow against the takeover of the machines,0
americans don't really care about trump's 'great wall' ― but his base sure does,0
melania releases statement calling for removal of first lady from white house,1
"son needs costume, 30 individually wrapped treats tomorrow morning for some school celebration",1
nasa announces plans to place giant pair of shades on sun,1
"man looking up at tall building thinking about, you know",1
a transgender student who was reportedly banned from her school receives good news,0
report: fuck guy in kayak,1
sen. tim scott responds to john kelly: 'no compromise to make' on civil war,0
hideo kojima says new experimental video game will consist entirely of 2-hour-long cutscene,1
sabra hummus: cedar's hummus lacks experience necessary to become america's no. 1 hummus,1
matt damon mans warner brothers booth at college campus's career day,1
5 crazy things about monday night's historic kansas-oklahoma game,0
cocky attempt to operate atm in spanish backfires,1
"how to handle the election this holiday season: a shout out to indiana, pennsylvania-based welcome home, a community group doing good.",0
another gop tax plan for captains,0
"north korea fires multiple missiles, south korean military says",0
discover how climate change is rapidly transforming our earth with google timelapse,0
inside: america rates the skin colors,1
walletless biden found handcuffed to bedpost,1
congress is falling into isis's trap on syrian refugees,0
gina haspel briefs senators on saudis' 'shockingly uninspired' khashoggi interrogation,1
area man looking for whatever the hell is beeping,1
virginia alcohol agents involved in bloody arrest return to duty,0
stupid man overshadowed by louder stupid man,1
when men 'misremember' violating women,0
catholic teens still coming down after excitement of world youth day,1
fantasy football star confident he can make leap to general manager of nfl team,1
single strip of 'i voted' stickers more than enough for midterm polling station,1
how to overcome the geographic handicap,0
bigot relieved to learn gays in his state still effectively subhuman,1
"rupert murdoch, are you ok?",0
officials struggling to condense trump's intelligence briefing down to one word,1
a presidency under siege,0
high school bully worried victims will realize he actually retarded faggot himself,1
aerobics show used for almost completely non-aerobic purpose,1
georgia man shot by police who may have responded to wrong address,0
scary and gross - 3 disturbing consequences of a warming planet,0
daily meditation: finding the sacred,0
dude with knit hat at party calls beer 'libations',1
alcohol-themed party a success,1
the science behind why celebrities like ryan lochte tell fibs,0
radio station playing controversial 'little drummer boy' on repeat in defiance of those who claim it contains sexually predatory themes,1
the drag queen world series: everything you need to know!,0
butterball releases new travel-size turkey,1
the best hotel getaways for valentine's day,0
world's oldest woman just pleased every other human on earth when she was born now dead,1
we're so excited about this 'saved by the bell' pop-up restaurant,0
lazy minor league promotion just 'baseball night at the stadium',1
i'm really upset about the midterm elections god i love my new iphone,0
female barista getting a lot better at avoiding touching male patrons' hands when they pay,1
u.s. urges bin laden to form nation it can attack,1
this will make all of your troubling thoughts drift away,0
a valentine for my best friend: my life wouldn't be the same without you,0
kanye west announces his new name is tim,1
dateline nbc report inspired by actual events,1
boarding school student receives wet william,1
kim kardashian calls out congress for failing to close the 'terror gap',0
pharmaceutical industry profiting from a solution to a problem they helped create,0
nation would not be surprised at this point if chris brown allegedly traveled back in time and punched anne frank,1
7 total randos found dead,1
the 1 minute blog. protesters and looting.,0
this is why i prefer the bodies of older women,0
the backstreet boys or 'n sync release new album,1
29-year-old has blast writing his will,1
setting up the jokes for maximum effect,0
wolf blitzer debuts new real-time election results beard,1
gun show vendor jokes with insane customer about how he hopes he's not insane,1
obama under fire for playing t-ball during vietnam,1
pope francis warns of 'dangerous' alliance between u.s. and russia,0
alabama marriage equality tantrum is a slap in the face to all americans,0
las vegas review-journal taps glenn cook to steer newsroom temporarily after rocky month,0
nation's pregnant women announce discovery of comfortable sitting position,1
republican congressman tells cub scouts he'll support trump 'no matter what crazy things he says',0
report: 79% of minority suspects receive miranda rights while unconscious,1
activist wet-t-shirt judge votes for girlfriend,1
david chase analyzes 'the sopranos' ending shot-by-shot,0
train slices truck in half in terrifying railroad crossing crash,0
pilot shudders to imagine why passengers taking red-eye to atlantic city,1
twin wwii pilots celebrate 92nd birthdays with bird's eye view,0
"donald trump sold his investment in carrier's parent company, transition team says",0
"homeless girl scouts aim to sell 6,000 boxes of cookies in nyc",0
here's what cops and their supporters are saying about the sandra bland arrest video,0
family's euphemism for genitals really weird,1
brazil probes olympics threats after group backs islamic state,0
"tyler, the creator, is a huge fan of tesla ceo elon musk",0
trump lawyer attended doj meeting on confidential fbi informant,0
late-arriving guest encouraged to load up on food sitting in sun for past 4 hours,1
"talking on sunshine; wx geeks, the weather channel's new sunday show",0
friend of friend better friend than friend,1
flower freaking out after realizing there's a bee on it,1
celebrities react to bastille day attack with powerful pleas to stop the killing,0
advisors hopeful jeb bush finally has momentum to end campaign,1
trump vows to bring back ohio town's white castle,1
trump thinking of beginning rnc speech with sexist tirade he was saving for special occasion,1
"i can't do this anymore, congress. i can't.",0
even more evidence that anxiety can be genetic,0
new carl's jr. bedtime burger designed to be eaten while asleep,1
"a letter to ally parents, from your lesbian friend",0
local senior keeps busy with obituary-clipping hobby,1
"redditors reimagine a donald trump white house, and it's not pretty",0
"6 ways to cut wedding costs, according to wedding planners",0
victoria's secret puts record number of asian models on its runway,0
"because we already miss 'veep,' here are some arrogant jonah lines that didn't make it into season 5",0
lyndon johnson jr. sworn in as george editor,1
wal-mart executives kind of weirded out by town not putting up any resistance to store opening,1
desperate wheel of fortune receives approval to use swear words,1
osteoporosis: what does buying a purse have to do with it?,0
poll: majority of americans ready to give up on u.s. if someone else goes first,1
poll finds hillary clinton candidate most americans want to have 8-ounce glass of tap water with,1
internet to reduce e-mail delivery to 6 days a week,1
"report: distracted driving results in more than 5,000 unfinished texts each year",1
debra messing doesn't want you to freak out about a 'will & grace' revival just yet (update),0
"iraqi troops retake the town of nimrud, near historic ruins, from isis",0
family has strict no smartphone rule while eating dinner in front of tv,1
study finds more americans waiting to start secret second families until later in life,1
man races against time to take out trash bag with widening puncture,1
sales disappointing for first-ever hustler swimsuit issue,1
artists explore the many influences of ebony and jet magazines,0
former soldier turned zen monk teaches vets to use mindfulness as body armor,0
the pta mom and the power couple from hell,0
"coworker who already breathes, chews loudly thinking about getting into arrhythmically drumming on desk",1
benedict cumberbatch prepares for battle in magical new 'doctor strange' trailer,0
racehorse unaware it just cost some kid new braces,1
"report: that's expensive, please put that down",1
"why i voted for roy moore, twice",0
ramadan reflection day 7: prayers for the people of burma's concentration camps,0
obama and democrats set a trap for trump after baton rouge,0
enron executives blamed for missing employee donut fund,1
rookie nascar driver gets lost,1
librarian who amassed millions by living humbly leaves entire fortune to college,0
"fast food drive-thru just cow carcass, bucket for money",1
your backyard burgers are bursting with gross bacteria,0
mediocre painter's true talent lies in acting like a painter,1
visiting parents do their best to praise son's new apartment,1
"thousands protest peacefully in baltimore, and many lend a helping hand",0
fda approves new drug for treating pill deficiencies,1
the ryan fitzpatrick era must end for the new york jets,0
real-life grinch celebrates 'hanukkah',1
finding comfort in the wake of 9/11,0
third-grade slumber party a snakepit of machiavellian alliances,1
"it's not you, it's me: are your behaviors holding you back?",0
bush asks advice for this friend of his who invaded iraq,1
trump vows to leave a better afghanistan for nation's grandchildren to fight in,1
it only takes five minutes to show how thorny america's gun control is,0
report: limbo competition nation's last example of pure meritocracy,1
everyone in coffee shop can tell trainee a goner,1
one judge's order for hate crime committers: read more books,0
sun dreading rising today,1
want to make your spring cleaning more green? look for these labels,0
"teen blinded in one eye, but 'lucky to be alive' after duct tape challenge",0
'new york times' apologizes for running anti-semitic comic strip 'shylock the shyster' for past 37 years,1
rolling stones kick off 'sing our songs for us' tour,1
strapping young man to address congress,1
facebook status update field dreading what area man about to type into it,1
how i embraced the winter blahs,0
two dozen restaurant patrons made violently ill from marriage proposal,1
calcutta fire marshal: many indian homes lack bride extinguisher,1
the powerful new play breaking the silence about sexual violence,0
study: majority of time machine owners use device primarily to get couple more hours of sleep,1
trump budget would turn more jails into de facto mental hospitals,0
comparing donald trump to lord voldemort is unspeakably stupid. it's also pretty dangerous.,0
what's next for the obamas? michelle promises they're 'not gone',0
u.s. allies sign landmark trade pact as trump announces tariffs,0
baltimore residents urged to stay indoors until social progress naturally takes its course over next century,1
jack lalanne pops back up after cool down,1
hubble telescope desperately struggling to contact nasa after witnessing murder on ganymede,1
it is not all farm to table,0
classic movie 'avatar' updated for today's audiences,1
white house insists it won't dictate the manner in which kavanaugh exonerated,1
let this kid's on-point bat flip guide your monday,0
tractor-pull fans begin to question whether this is what life is really about,1
millions of people prince william would never deign to speak to captivated by royal wedding,1
stone-hearted ice witch forgoes exclamation point,1
snakes on caduceus clearly in love,1
mobile news crew reports on own van breaking down,1
family upgrades to shells & cheese,1
panhandler demands explanation for failure to provide quarter,1
"emails: how the obama administration secretly approved expanding piece of enbridge's ""keystone xl clone""",0
amazing affleck brothers dazzle oscars audience with high-flying trapeze routine,1
big day at the united nations,0
you're tackling your to-do list all wrong -- here's how to get it right,0
"woman has drawn-on eyebrows, nose, eyes, mouth",1
"guide your child's intellectual development, part 2",0
anna faris was dropping hints about trouble with chris pratt before split,0
"as american cities grow, new urbanism must be inclusive",0
video appears to show 76er jahlil okafor in street fight,0
alcohol-themed bar opens,1
what everyone should know about life with a brain injury,0
minnesota to replace al franken with lt. gov. tina smith,0
focus groups hated it right up until guy's head got cut off,1
trump's already urging policy changes after nyc terrorist attack -- without waiting for 'the facts',0
"naked, dripping wet tom brady thrilled by judge's decision to overturn suspension, imagines judge",1
nation's parents announce they have zero fucking patience for this bullshit,1
the harvey weinstein scandal should be a message to all men,0
why drunk in love only works for beyonce and how it may be getting you in trouble,0
americans respond to trump's plans for country with #nobannowall,0
pamela anderson slams australia's treatment of refugee's dog in papua new guinea,0
hands-off mom lets kids create own psychological issues,1
"what part of hamas strategy is so difficult for john kerry, joe scarborough and hillary to understand?",0
music compels weak man to dance,1
'never trump' movement isn't impressed with its rumored presidential pick,0
area plant proudly displays leaf,1
"u.s. should host 2022 world cup, not qatar",0
huffpollster: many americans supported stricter gun laws even before the orlando shooting,0
"texas puts an 'undue burden' on women's choice, abortion clinics tell supreme court",0
"priest religious, but not really spiritual",1
mary j. blige encourages 'real talk' on new radio show,0
"amazon warehouses stocked with 20,000 doctors in preparation for healthcare launch",1
spawn of satan a failure in father's eyes,1
thai dish apparently costs 3 peppers,1
gop: clinton could cost democrats in battle for senate,0
study: 82 percent of americans want to run over nathan lane with a tractor,1
iowa aims to keep young people from moving out of state with new 'the stress will kill your mother' retention campaign,1
general teaches defense secretary how to drive tank in k-mart parking lot,1
two cnn anchors are moving to new york,0
hurricane harvey is just the latest in facebook's fake news problem,0
secretary of agriculture finally gets around to reading fast food nation,1
please stop blaming women for making less money than men,0
why underwater homeowners won't be saved by bank of america's $17 billion deal,0
child running around house in bathing suit has no immediate plans to visit body of water,1
"theater: glorious ""spring,"" sugar ""daddy,"" stingy stein",0
the political theology of trumpian evangelicalism,0
wsj reporter: trump may have reneged on border wall deal to hold on to campaign issue,0
watch macklemore's thoughtful commentary on race in america,0
meatless monday: the seed of something great -- seed food and wine festival,0
entire meal consumed while testing if it needs more time in microwave,1
senate intelligence committee confirms from testimony that donald trump jr. has no knowledge,1
nation's creepy middle school gym teachers also come out in favor of circumcision,1
psychologists push for smartphone warning labels,0
either ming or yuan dynasty seizes control of mainland china,1
gasoline still inexplicably cheaper than milk,1
beloved showbiz legend and national treasure michael douglas actually none of these things,1
child on first day at refugee camp misses dead parents,1
donald trump unveils tax plan that would lower taxes for millions,0
protecting our environment is a matter of life or death,0
local grandmother feared dead after appearing in woman's profile picture,1
bathroom-disinfectant ad reinforces obsessive-compulsive disorder,1
'ghost hunters' enjoys surprising 100% success rate,1
going out on a limb: will the democrats hold onto the senate?,0
"romney comes clean, admits he made $32 trillion in 2006",1
mitch mcconnell: 'i didn't think president trump had a chance of winning',0
'13 reasons why': stop telling young women true love will save them,0
new video game technology finally allows rendering of smaller breasts,1
local student also a poet,1
surgeon general mills recommends three to five servings of froot per day,1
"'dear white people' cast, crew honor jordan edwards with scholarship fund",0
ecstatic pope francis finally lands role as mary in st. peter's christmas pageant,1
"stop right now, this is the most precious beach town you'll ever see",0
polite high school football team runs around banner that took hours to make,1
pregnant wife has no idea which jonas brother she married,1
area film buff wondering what pauline kael would say about cookie's fortune,1
the future is blurry!,0
how police chaplains help departments cope with officer deaths,0
teacher hoping students can tell he was once popular,1
can mtv go back to the music in an on-demand world?,0
the lawsuit against black lives matter and the central meaning of the first amendment,0
on our doorstep: the gatlinburg fires,0
the empty calories of fossil fuels,0
welterweight boxer dies after sustaining serious injuries in bout,0
irish weather forecaster's halloween report spooks viewers,0
"'he's a stockbroker,' says woman who finds that exciting",1
uzo aduba's emmys dress is a work of art,0
missouri gop lawmaker urges lynching for vandals of confederate statue,0
"women in business: catherine courage, senior vice president, customer experience, citrix",0
researchers uncover brain region associated with generosity,0
"next supreme court term will be 'more important than any in the last 50 years,' court watcher says",0
woman shouts down hall for boyfriend to come kill giant ax murderer she found in bedroom,1
mueller kinda miffed that barr clearly didn't read his stuff like he said he would,1
gop debate stage manager pulls ladies' podium out of storage for carly fiorina,1
why the sharing economy is harming workers -- and what must be done,0
putting it together in 2015,0
woman claims to reenact michael phelps affair in 'going for the gold' porno,0
the king of credit card fraud,0
honoring those who make a difference for animals,0
perverted wall gets off on making apartment guests look at exposed brick,1
ant born,1
trump claims he can overrule constitution with executive order because of little-known 'no one will stop me' loophole,1
'us weekly' wins pulitzer for outstanding achievement in photoshopping a rip between divorced celebrity couple,1
mark zuckerberg: 'i regret' rejecting idea that facebook fake news altered election,0
beyoncé's 2015 global citizen fest setlist was pretty flawless,0
trump vehemently denies using word 'people' to describe african immigrants,1
drone that destroyed wrong target casually flying away like nothing even happened,1
man going to restroom deputizes friend to order him another beer,1
julianne hough lived in pain for years because of endometriosis,0
decaying city just wants to skip to part where it gets revitalized restaurant scene,1
"bengal tigers' habitat down to studio apartment in jaipur, india",1
nabisco introduces x-treme salt-assault saltines,1
kim jong-un thrown into labor camp for attempting to cross border into south korea,1
picking thing up from apartment floor rescheduled for thursday,1
lincoln memorial empty after former president's statue furloughed,1
voter dreading being sent over to visibly stupid poll worker,1
tucker carlson unsure why he in middle of 20-minute rant against croutons,1
area woman tired of men staring at her breast implants,1
stephen hawking leaves behind beautiful legacy of unheeded warnings to humanity,1
science fiction fan increases suavity with trenchcoat,1
national forest service recommends campers tie up their food to avoid attracting other visitors,1
"5,000 jack-o'-lanterns stun in haunting halloween display",0
eric rosswood talks “the ultimate guide for gay dads” and more (audio),0
san francisco vandals keep messing with super bowl 50 signs,0
the easiest thing you can do for weight loss and longevity,0
management determined to find out who in company leaked information that ceo is asshole,1
dressing room curtain tested for vulnerabilities,1
"this man used netflix to propose, and now we're ugly crying at our desk",0
raucous town hall in utah blasts gop rep. chaffetz over trump,0
elections in ukraine,0
mom who drove kids into ocean gives birth,0
adorable cotton candy girl is the hero we all need right now,0
donald trump: 'i fight like hell' to pay less in taxes,0
"mister rove, master of the smear",0
"student athletes, open mics and ncaa profiteers",0
moving forward.,0
"ostrich-farm employee 'asking for it,' say witnesses",1
i live in greece,0
baby found on doorstep moved to neighbor's doorstep,1
drake's super bowl ad makes you wanna call someone on your cell phone,0
pathetic excuse for man paid same wage as female counterpart,1
two victims shot on texas southern university campus,0
humane society urges americans to opt for shelter turkey this thanksgiving,1
sweet video honors the amazing work of child life specialists,0
the definitive list of men you'll find at whole foods,0
watch: the pains of being pure at heart unveil new songs,0
here's what happens when kids age out of foster care,0
puerto rico celebrates dependence day,1
"heroic man rushes into movie theater, saves 4 seats",1
"thank a teacher thursday: dominic casulli and the power of encouragement, part 1",0
supreme ruler of laundry room moves load of clothes from washer to top of washer,1
marine biologists reveal that majority of world's oceans remain boring as shit,1
report: there just something dark and intriguing about man with serious personality disorder,1
man who stopped dieting already seeing results,1
check it out: giant pumpkin outweighs smart car,0
healthcare is a political statement for the republican party,0
surinamese man struggling to write the great surinamese novel,1
why i refuse to apologize for my selfies,0
"castro leaves hospital two years younger, four inches taller",1
why i couldn't let breastfeeding go,0
copy editor's revenge takes form of unhyphenated word,1
"jesus loves trump, but he wouldn't vote for him",0
different waitress brings order,1
parents reminisce to children about dating algorithm that brought them together,1
"cupid cop gave out roses, cards on valentine's day instead of tickets",0
"girlfriend, girlfriend's brother look way too much alike",1
"kaia gerber, cindy crawford's daughter, lands major fashion campaign",0
"watch live: bernin up nyc dance party in brooklyn, new york",0
margaret atwood speaks out against anti-abortion legislation in the u.s.,0
nesting sea turtle escorted from private beach,1
"77% of us feel bad about wasting food, but aren't sure what to do",0
ad campaign for new $20 bill a success,1
"on world food day, take action against hunger",0
fda approves new drug for treatment of social anxiety,1
man who enjoys popular rock songs discovers perfect radio station,1
report: there an adult superstore off exit 16,1
spirits in the night,0
using the united fiasco to flourish in the future,0
chinese takeout restaurant thought it had seen man at his worst,1
our cross to bear,0
2-year-old adorably mangles 'the star-spangled banner',0
christian bale loses 40 years for upcoming movie role,1
"spotify hit with $1.6 billion lawsuit from publisher representing tom petty, neil young",0
the maker of oreos is hiring for a dream job: chocolate taster,0
hillary clinton calls for 'basic bargain' on economy,0
"man returns to work after vacation with fresh, reenergized hatred for job",1
child boosted on shoulders for better view of man having heart attack,1
this is not my body,0
21 reasons you should probably just get drunk with your parents,0
pretentious peasant insists he never watches beheadings,1
"trump promises u.s. will continue to recognize, preserve palestinians' historic refugee camps",1
receipt brazenly placed in bag without permission,1
gm wants to fill the gap volkswagen's dieselgate scandal left,0
going beyond the usual arguments about gun safety,0
how hbcus respond to a call for inclusion of lgbt students,0
"film critics captivated by use of one long, unbroken take in parent's recording of middle school 'guys and dolls' production",1
local teen walks in on family masturbating,1
donald trump made the nicest ad for new travel ban in 'conan' spoof,0
vince gilligan's brain spoils final season of 'breaking bad' for vince gilligan,1
a giant list of epic destinations for anyone who lives to travel,0
hillary clinton and bernie sanders vie for california's support,0
the effects of delaying puberty for trans youth,0
congresswoman says former congressman tried to force himself on her in elevator,0
"youth homelessness is an invisible issue, but it doesn't have to be",0
the funniest tweets from women this week,0
a price on carbon is neither liberal nor conservative. it's just practical,0
"trump calls black supporter 'thug,' throws him out of rally",0
santa fe high schoolers held gun violence protest 1 month before shooting,0
cottonelle adds blue strip to toilet paper but keeps what it does a secret,1
restaurant patrons rapidly losing faith parents going to do something about 4-year-old,1
the lord of the rings: my survival guide to cancer,0
"paul singer, influential gop billionaire, throws support to rubio",0
parent now just typing 4-year-old child's every word verbatim throughout day as facebook post,1
"study finds chickens would have no qualms about caging, eating humans",1
this unreleased britney spears song is all kinds of sultry,0
area cat allergic to kevin strenlow dander,1
the truly awful part about food allergies (and how i got over it),0
winter storm threatens homeless man's plans to survive over thanksgiving,1
"thank you, america",0
andrew lincoln will make you hope for rick's death scene on 'the walking dead',0
watch live: reproductive rights at forefront on wisconsin primary day,0
first holiday season without grandma incredible,1
poll finds 100% of americans blame shutdown entirely on colorado representative scott tipton,1
"facebook: 'we will make our product worse, you will be upset, and then you will live with it'",1
'luck' producers still killing a lot of horses,1
nevada politician: getting an abortion was 'the right decision' for me,0
white house infested with bedbugs after biden brings in recliner off the curb,1
lena dunham defends 'girls' writer accused of raping 17-year-old,0
"by embracing psychology and ignoring polls, democrats could still win the '14 elections",0
area man maps out drinking strategy,1
the 20 funniest tweets from women this week,0
why you shouldn't visit iceland during the summer,0
reflecting on the aids epidemic this gay men's health crisis founders' day,0
"god deploys 100,000 more mosquitoes to u.s.",1
jury finds defendant pretty,1
nation shocked anyone would want to purchase media company,1
pilot was locked out of cockpit before alps crash,0
how a group of outcast teen boys taught me the value of youth sports,0
audience at press conference relieved to hear steps will be taken,1
fda approves new pasta shape,1
steven tyler says he just wants joe perry to live after latest health scare,0
the clever way starbucks customers are insisting 'black lives matter' is heard,0
relieved malia obama quietly thanks secret service agents for taking rap for her,1
police department deploys fancyclothes cop,1
how your sleep changes with the moon,0
no one quite sure why 8-year-old has voice of lifelong chain smoker,1
pantomimed lasso motion fails to pull woman across dance floor,1
american muslims are fearful but resilient about their place in trump's america,0
study exposes risks of conducting research while driving,1
chubby jewish boy dreams of one day being next apatow muse,1
hush falls over prison population as madoff stabs cellmate in throat,1
20 must have fashion items for every college girls wardrobe,0
this dog in brazil probably plays soccer way better than you,0
helpful museum map highlights exhibits visitors don't have to feel too bad about skipping,1
'harry potter' actor alfred enoch says there's no reason hermione can't be black,0
what's really going on with twitter?,0
huffpollster: california's democratic primary looks closer than ever,0
nation's shark experts: 'you could've had this job',1
ask the art professor: how can i make the transition to teaching art at the college level?,0
new internet radio station modeled on heyday of fm radio,0
"nation's women clarify they harbor no secret desire to see colleagues', acquaintances', strangers' genitals",1
a quiz for moms: how ready are you for the school year to end?,0
if you love tom of finland we've got the perfect new emoji for you,0
casual christian accepts christ as his lord but not his savior,1
you can't have these tech gadgets for christmas,0
the fbi just blasted reporting on the san bernardino killings,0
chris christie neglects new jersey woes while hinting at 2016 presidential run,0
'got' season finale hints at appearance of that one big character,0
rumsfeld wearing same shirt for fourth straight day,1
"dvd tries to pass off 'language options,' 'scene selection' as special features",1
larry king's frothing saliva hosed off bette midler,1
vulture feeling nauseous after eating bad rotting deer carcass,1
mitsubishi from 'the fast and the furious' lands first directorial role,1
biden lines up sweet summer gig installing above-ground swimming pools,1
chris columbus admits there are hours of 'home alone 2' outtakes featuring trump saying racial slurs,1
stop freaking out about cellulite: the simple question you didn't think to ask,0
donald trump tweets cryptic response to twitter account deletion,0
last few republican senators form roman tortoise,1
"gaunt, weathered john kerry leads prisoner uprising in siberian labor camp",1
do trump voters continue to support repeal of obamacare?,0
exxonmobil ceo depressed after realizing earth could end before they finish extracting all the oil,1
"kushner: 'i did not collude, but i pretty much have to say that, right?'",1
woman duct-tapes her dog's mouth and brags about it,0
this is how it feels to lose a gutsy nfl game,0
ciro guerra's 'embrace of the serpent' at cannes: a conversation with the colombian director about shamanism,0
doomsday clock pushed to one minute to midnight after arby's threatens launch of 3-cheese jalapeño beef 'n bacon melt,1
seattle ushers in $15 minimum wage amid national debate,0
jeb bush insists he's a washington outsider,0
panicking taylor swift realizes it too late to call off assassination after katy perry makes peace offering,1
new toxic-waste by-product contains no fat,1
how many of the hundreds of thousands of untested rape kits in the us are in your city?,0
7 havana attractions you can't wait to see,0
report: 55% of nation's granite now engraved with names of victims,1
most people will have a mental health condition at some point,0
brandy sang on the nyc subway and nobody noticed,0
group files complaint against judge who sentenced man to marry girlfriend,0
matt damon now knows you are sexually attracted to his ponytail,0
researchers announce they don't have heart to reveal what will happen to 1 in 5 women,1
"heroic pit bull journeys 2,000 miles to attack owner",1
wild-eyed sears ceo convinced these the flannel pajama pants that will turn everything around,1
leave no person with disabilities behind,0
here's what we know about 'american horror story' season 5,0
california just made it easier to fire bad teachers,0
obama purchases ad space on side of mccain's bus,1
congressional candidate distances himself from 'atheist' label,0
christmas pageant enters pre-production,1
anthropologists discover ancient greek super pac that helped shape first democracy,1
michael cohen promises more damaging recordings of trump already public,1
police finally make breakthrough in decades-old marijuana possession cold case,1
grandparents' super sweet birthday serenade will make you tear up,0
brian kemp campaign energized after seeing early voter suppression numbers,1
conan o'brien just had to advertise during james comey's hearing,0
"turkish police raid isis safe houses, detain 22 islamic state suspects as death toll climbs",0
area man bored with all the porn he owns,1
another pufferfish dies bitter and friendless,1
calm sense of impending violence returns to middle east as ceasefire brokered,1
19 unusual baby names that celebrities love,0
a third of americans say they know someone affected by harvey,0
uc davis chancellor linda katehi placed on leave over claims of ethics violations,0
see the most intense 'secret in their eyes' trailer yet,0
foul play suspected in destruction of world's second-largest ball of twine,1
heroes for homeless kids celebrate in aurora,0
